ID,Text,Label
360,My adoptive mom knows I'm stressed today so she came home and brought me Tropical Smoothie to make me feel better.... it's working.,0
361,I've been extremely stressed and upset the last three days and my girl can feel it and literally cuddles me like this every morning,0
362,i appreciate your dick i hope its happy and feels not stressed,0
363,That upper body workout was a true stress reliever!  I feel better!,0
364,I can finally feel the stress taking a toll on my health,0
365,I feel like I've never been this stressed and overwhelmed in my life..,0
366,the workload from march til may yeah I feel the stress already  pic.twitter.com/vC7Ti5tfPZ,0
367,"How bad do I feel that people who entered and then stayed in this country illegally are ""stressed out""?   Bwahahahahahahaha Not at all.",0
368,I'm finally starting to get content with life and not worrying about fake people or anything stress related. And it feels so fucking good!!!,0
369,"I've thought about this for hours today and I've realized I have a problem. My health is in danger, I feel upset and stressed pic.twitter.com/VeL5Yr60K3",0
370,number one reason I'm glad I'm not in school is homework. Feels like stress just for the sake of stress sometimes,0
371,"I can't stress this enough. #Nationalism is NOT wrong: it's the only just thing to feel in these dark times. #Europeans, be #proud!pic.twitter.com/Ap8nh20ked",0
372,I'm really really stressed out rn can people just text me and make me feel better pweeeease,0
373,"cause you gonna stress later, good luck  tbh rob try doing shit ahead of time, i started doing that and it feels great ",0
374,"Went to my MMA/Boxing gym. I've been stressed due an Amazon BS delivery screw up. I feel great, bruised but thigh highs will hide them!!",0
375,I was laughing for a second then I remembered how Louis must be stressed more than us all and now I feel sad…,0
376,Everyday I'm living with stress.I feel trapped.But one day I'll crack this shit.I'll just put my faith in God.,0
377,The person who caused the most stress in my life is gone now.... I already feel so much happier,0
378,"I just took a 50 minutes shower, I feel so clean im not stressed anymore",0
379,yeah!  feel like I might have stood a chance of getting a stress free exchange!,0
380,I'm so stressed at work most of the time that I either forget or feel like I just can't spare the time for the luxury of eating.,0
381,"How do people just break each other's hearts?LOL I feel guilty for killing a mosquito like wb it's family, kids?like no it's too much stress",0
382,||I really hope stuff improves soon. I know exactly how you feel. I got my exams coming up and stuff And a lot of stress --,0
383,it`s just awesome that i feel stressed out by my brother and the music gets me through!:o (live at http://ustre.am/1obIM ),0
384,it`s just awesome that i feel stressed out by my brother and the music gets me through!:o (live at http://ustre.am/1obIM ),0
385,"I feel so stress free, it's great!!",0
386,I feel stressed ,0
387,I can feel the stress through your tweet,0
388,I feel like it's time for me to leave behind those who bring me down or add stress to my life,0
389,After listening to instrumentals for like 4 hours I feel so mellowed out like fuck all can stress me rn,0
390,Been physically ill and emotionally exhausted the past couple of weeks but I'm so excited to compete on Sunday and feel free from stress ,0
391,I haven't got any and it wouldn't help anyway I feel really tense and stressed,0
392,Now I am glad and feel much less stressed.. Lighter?,0
393,Trying to fight the wave of stress I can feel is coming,0
394,"That bitch had made me feel stress, I almost settled for less...*",0
395,I've been stressed over work the past month. I literally feel like I can't catch my fucking breath I'm so stressed out,0
396,"Me:I feel stress out maybe I use that new stress ball
Stress ball:wrong!",0
397,I dont feel the familiar feeling of stress or anxiety... I'm just... floating.,0
398,I'm so sorry that you have to stress out and feel upset about this. I went through something similar w/ my family in the past.,0
399,"Working out is meditative for me. I get in my zone, release stress, & feel so at peace after. ",0
400,"""I'm sorry if I feel a little stressed, it's just I've got no fucking pubes""",0
401,loved this routine - still watch it to put a smile on my day when I feel xra tired or stressed - works like a charm,0
402,"this feels like a constant cliffhanger, i'm stressed",0
403,I've never had a job feel more like highscool and I haven't been this stressed in a long time ,0
404,im@stressed and i can feel my forehead vein pulsating i hate my life,0
405,"I feel stressed!!  Cheesecake would probably fix this issue
#WhiteChocolate&Rasberry
#MyKryptonite",0
406,i feel so dizzy & hot & tired & stressed & upset ugh i hate this,0
407,"I love being me. After 30min of being on the phone w/ customer service, the stress & anxiety has made me feel like I've walked 1/2 a mile...",0
408,"Today gonna suck I'm gonna fuckin move hard as fuck at work, feels good tho relieve some stress",0
409,"I feel your pain. I got in low too but got out at the last second. There will be another entry next week, stress-free weekend!",0
410,I feel kinda stressed but so blessed right now,0
411,I feel like everyone at work to tonight was a little stressed ,0
412,want to make a list of things i stress about just to see how many things i actually stress about; i feel that would make me more stressed,0
413,Funny but I FEEL BETTER since @POTUS44 is back from vacay just knowing he's back somehow eased SOME trump induced anger/sadness/stress! https://twitter.com/akarl_smith/status/835173832432418816 …,0
414,find friends that you can paint and stress color with and I swear you'll feel full of love and happiness,0
415,i just want to scream & shout to relieve the pain and stress i feel rn.,0
416,"+ I don't feel well, I'm stressed and confused. Yup. I need a break. And some Fallout4 or ESO.",0
417,this made me feel calm and more stressed than i've ever been how do you do it,0
418,"The more I try to put my life together the more I feel like a total stressed out, messy haired, disorganized failure. #rantover #letsdothispic.twitter.com/43V0SD4rVM",0
419,there are too many fit boys in chester everywhere i turn i feel like i need to look my best im so bloody stressed,0
420,Don't know if I feel relieved or stressed ,0
421,"*alley is squishing my face with her hand*
Me: ""I feel like one of those stress balls""
Alley: ""it feels kinda nice""",0
422,"I'm stressed, I'm going to do a Nathan notice thread to make me feel better now pic.twitter.com/23N1lxZtM2",0
423,"nahh im okay, i just feel ugly and stressed",0
424,I know right! I really wanna clean my room later so I can just feel less stressed :'3c,0
425,The most important thing I feel is to not give a damn what people think or say bc too much stress when you do all that,0
426,I feel stress free...thank you,0
427,I feel u king n i know ukuth iqondephi le tweet yakho.  maybe he's to worried plus so much stress.  https://twitter.com/sbo_fokol/status/835217436127477764 …,0
428,And I should feel bad I just like don't want to do it. Would rather stress about money and do nothing about it,0
429,I don't feel up for the gym... But I just read working out helps with depression and stress.,0
430,"thing is I'm not good, I feel pressure depression and stress like on a daily basis, happiness is like honestly at 6% in my life rn",0
431,"So stress lately I feel like killing myself  :"")",0
432,"I feel like all I do is work, stress, sleep and repeat",0
433,Why do i feel so stressed lmao time to play some karaoke,0
434,sometimes i write to-do lists and then i get so stressed out reading them that I delete the whole thing to feel ok again,0
435,"So if you're still interested in that Fidget/Stress cube craze, I got to see the cheap $2 one in person. Feels like a cheap fast food toy.",0
436,When me and my niggas fall into trouble I tell em we gon be straight so dey don't stress...even if I feel like we not gon be straight,0
437,I remember you being stressed  doesn't feel that long ago,0
438,I have so many days where I feel so stressed..... But then there are days like this full of… https://www.instagram.com/p/BQ6BsSElKLg/ ,0
439,I feel the stress of tonight in my ass lmao,0
440,"This is an egregious act. I can't stress how concerned I feel right now. 
https://apple.news/AOfhu05FoQJGfcvLKe8OdBA …",0
441,"For once I feel relatively no stress, and to make things better the sun is finally coming out and melting all this GOD DAMN SNOW",0
442,I feel pressured and stressed out. why,0
443,Ever feel stressed without having a reason to be stressed? I need a cigarette. And some booze.,0
444,I'm so fucking stressed I feel like it's worse than getting tickets,0
445,my next exam is in like 2 weeks tho but let's not talk about it I feel strESS FREE RN,0
446,My ED controlled my whole life and I thought it didn't but like. Idk I feel real stress free rn,0
447,"with you I forget all my stress, 
    with you I feel my best",0
448,"I love this, we the people LOVE! this MAN!!.. some time OBAMA will speak out.he dose feel the STRESS like we the people",0
449,"Im not even going to lie man, I been making some really bad decisions and I know it because everytime I feel stressed out I look for weed",0
450,I am literally so pissed off right now. I can't even stress how angry I am at this bullshit. I can only imagine how Louis feels right now ,0
451,I imagine it's still coat weather but what kind of coat?!? And will it feel really hot cos we're British?! Stress haha x,0
452,I should feel relieved that I turned my paper in but I'm still so stressed about,0
453,"I'm so stressed, I hate seeing people I care about sad. I always feel like I have to fix it and when I can't I just feel so damn helpless.",0
454,"Even when I'm feeling highly stressed, I still must find a way to feel #serenity
#EmbracingMyself #Peace #Love #Mindfulness #Gratitudepic.twitter.com/GH1Hrb0OgS",0
455,I feel like I'm always stressed out....,0
456,I can't stress enough how I feel about my brother..if I lose him the world is ending,0
457,Man i was really stressed out for this culinary competition but at the end of the day I feel confident and I hope I did good,0
458,i feel stupid posting anything abt this but my usual anxiety/stress relief methods arent working so if anyone like... has some ideas mayb...,0
459,"i normally have to do chores obviously once in a while, but it actually feels really good, let's all my stress out pic.twitter.com/bY7CWjj9Xf",0
460,"Whenever I'm not stressed anymore, I feel like there's something I'm forgetting so I just stress out all over again. It's never ending",0
461,I feel stressed again aaagrrr,0
462,I love you playing Joel nj but you stress me out and have me shouting at the tv but i feel so sorry for you @RorySpeed bring shane down,0
463,I can feel the stress melting away.,0
464,I feel so lazy that going home is much stress. Very stressful,0
465,"the pain in my chest, endless anxiety for no reason. It's just annoying. It feels like I'm stressed af but I'm not. Body wttf",0
466,honestly though I should stress cry more because I feel a lot better.,0
467,"When my schedule starts to fill up, I never know whether to feel excited or stressed ",0
468,"was told to cancel direct debit & then manually pay amount less £40. I have no idea if that will fix it.Feel stressed, let down, robbed",0
469,i feel bad for ppl who stress over dumb shit,0
470,you the one i call when i'm stressed this the time of the year i feel alone,0
471,i am so stressed out that i can literally feel it weighing me down,0
472,i never really realised how stressed i am bc i feel like im exaggerating but my eyelid has been twitching like crazy so ha lov life,0
473,Just leaving yoga and I feel rejuvenated. Downward facing dogging the stress away.,0
474,i'm stressed and feel like shit,0
475,"I hate seein Jimmy stress even a little bit, it makes me feel bad",0
476,I don't know if I'm going to be able to eat when it arrives. My stress/tension headache is so bad I feel like I'm going to throw up ,0
477,I'm glad I don't look how I feel bc you bitches stress be all in y'all faces ,0
478,I feel stressed. Tempted to just go to an old comfort puggle. ... Ratchet maybe. BUT I'VE MADE HIM SO MANY TIMES,0
479,I wanna work so hard that when I take a vacation and come back I dont feel stressed out about money,0
480,"HAPPY F R I D A Y! Ever feel like its been a long week full of meetings, stress and extra time on the computer?... http://fb.me/1Pe74jvA6 ",0
481,I'm so stressed out today I just feel like crying but I got to be strong on the bright side it's going 2be 40degrees tonight,0
482,First condition of learning for students? “I Feel Okay.” Stress hinders learning http://studentsatthecenterhub.org/resource/how-youth-learn-neds-gr8-8-video/ … #edchat,0
483,I feel so stressed out over little things,0
484,Feels good to have all my bills for March paid so I don't need to stress this job transition... so THIS is what it's like to be an adult.,0
485,I feel so stress aways why my gf like this,0
486,This is officially the most stressed I have ever been in my entire life. I feel sick.,0
487,like you could give me    but i honestly would feel stressed instead ,0
488,I'm really good at hiding my stress and anxiety but I honestly feel like I'm on the verge of death,0
489,Which means the stress I have been feeling for the last couple of weeks must be gone. And I really feel that it is.,0
490,haha I feel you. No stress. Are you on hiatus tho or we're just not on at the same time?,0
491,"""It is instantly calming & helped me feel that I could control my feelings of anxiety, stress & overwhelm."" #mumshttp://bit.ly/2kUMFfF ",0
492,Awwwh ik how you feel when there's nothing to record apart from the fact I get stressed out a lot!! ,0
493,bc i'm literally so stressed here and i feel like suffocating every day. but the professors are pressuring us to stay with special meetings,0
494,I've noticed I feel more stressed when I'm not drowning in work/procrastinating undone work idk why it's so strange ?? Like if I have -,0
495,I feel like I'm never stress free . My time is coming though .,0
496,I never knew I could feel this fucking stressed.,0
497,"Heyyy!!  I've been alright, just a little stressed about life. Turned 26 now the future feels ever closer. How've you been!?",0
498,I can already feel the stress levels for next quarter and it hasn't even started yet,0
499,I would just need a cat or something and I'd be grand! I just feel so extra stressed with humans to tip toe around haha,0
500,I don't even remember what it feels like to not be stressed,0
501,@WACCOE I bet he feels 10 times younger without the stress,0
502,I feel so stressed and idk why ,0
503,Three more weeks before hell week yet I feel so stressed already.,0
504,Tickets go on sale tomorrow and I'm honestly so stressed that I don't even feel stressed does that make sense,0
505,I wonder what it feels like to not stress about money all the damn time ,0
506,Vodka is essential for tonight. Stressed doesn't even begin to describe how I feel. I dread to think how March will turn out. ,0
507,I can feel myself starting to stress out,0
508,i can't stress how good being in bed feels right now,0
509,hahaha im so stressed out that i feel sick and dizzy this is fine,0
510,"stressed and depressed, i feel so old",0
511,SPEAKING of video production... I was shooting today and oh my god I feel stress it was a one take and the actors and actresses were kinda,0
512,"I feel sorry for Fifi Cooper, B3nchmarq and A Reece. They look so sad and stressed. I wish them the best of luck in their future endeavours",0
513,Hate feeling so stressed out that I feel like throwing up.,0
514,it been sorted now - pity I had to feel stress trying to help one of your passengers,0
515,Why would I feel stress when I'm blessed ,0
516,"rather than the daily stress I feel when I hear the news, and the sickening feeling I get when I hear the president speak",0
517,I finished everything I needed to do & I still feel no satisfaction is something wrong w me or am I cursed to a perpetual state of stress,0
518,i feel weird not feeling stressed or racking my brains trying to study for the next exam bc it's all over homaigaaad im finally a free woman,0
519,First time I haven't been super stressed about school in 4 months and I have to say it's feels goooood,0
520,Second time moving in a period of 6 months and I know what real stress feels like now,0
521,I wish my parents doesn't fight the whole day so my stress and anxiety could be better. Whenever I hear someone screaming I feel sad..,0
522,naka bawas sha sa stress sa mga peta ko tamo high pa ko ngayon energetic at ganado pa ko gumawa ng. i don't feel petaZzZZzz,0
523,It feels like summer where I am in London like... it reminds me of July but I know it's not summer because I have months of stress ahead,0
524,Sometimes I feel like going Mia due to my stress levels that are through the roof...but people automatically assume a nigga hurt me and shit,0
525,I Feel like all the stress is Over ,0
526,I feel stress-free right now and it feels good. Then gotta go back to reality that I still got midterms on monday ,0
527,"I had a stress dream about the new show last night, so now it feels real.",0
528,"""I can feel the stress radiating off of you""

Oh.",0
529,"virtuous, #blessed, or hard working. I feel tired, stressed out so bad, and depressed as all hell. Poverty sucks.",0
530,"Once i finally feel calm and relaxed, there's always something new to stress about",0
531,I know the process is so much stress but it's the progress that feels the best,0
532,"my brain knows it's Feb. but it feels enough like summer that my body's like ""ah yes the end of the school year is here!"" and i'm v stressed",0
533,"i feel so stressed out rn, someone calm me down :,,(",0
534,the fact that I have to do prom all over again makes me feel happy and stressed at the same time lol,0
535,I got over the stress induced sadness regarding Spring Day and i now i can listen to it freely this feels so good wtf lol,0
536,I feel like I'm not ready for any of my upcoming tests and like I could start stress crying if I think about it too much,0
537,No! My next life is not stressed and that next life i feel is no stress. There's no called stressed in my next life. https://twitter.com/hugotnotes/status/835143914910806016 …,0
538,"Writers, if you need an extension, feel free to let us know. It's okay, and nothing to stress about. I promise. ",0
539,The stress of tomorrow has accumulated so much that it makes my mood generally relaxed and I feel prepared.,0
540,"Whenever I feel my stress level elevating, three simple words help me refocus/get control of my emotions. What's your mantra to de-stress? pic.twitter.com/OCivOjNU7u",0
541,"Even when I'm feeling highly stressed, I still must find a way to feel #serenity
#EmbracingMyself #Peace #Love #Mindfulness #Gratitudepic.twitter.com/YPjZFW9FvG",0
542,Why do I feel so stressed out today feel like I want to fuck off somewhere and be left on my own!,0
543,"mine are more around fake odd situations that cause stress and worry, so I wake up really unsettled and feel like they happened",0
544,"I feel angry, annoyed, bitchy, sad, tired, fustrated, & stressed all at the same time right now ",0
545,i love being fucking stressed and failing at everything i actually want to achieve. feels fucking good man. love it.,0
546,So I'm taking Steven to the vet today and I feel stressed because his eye is swollen and I don't know what's wrong with him :(,0
547,im so happy today. i feel like 10% stressed which is amazing since wednesday and thursday i was a good 100%,0
548,I realise why I feel so stressed when I see people cloning people's accounts,0
549,I AM MADE OUT OF ANXIETY AND STRESS AND I FEEL LIKE SCREAMING RIGHT NOW,0
550,"Puro stress and plates sa twitter tonight.

I feel you fam.",0
551,I don't think I have the capability to feel stress anymore,0
552,I can already feel the stress I'll feel later with like 12 girls getting ready in my tiny room,0
553,"IT'S THE END OF THE WEEK
I SHOULD FEEL RELIEF
BUT I'M STRESSED AS FUCK",0
554,"No Matter How Sad , Angry , Stressed , Or Worried I Feel, Hearing Your Voice Just Makes Me Forget It All.",0
555,Feeling so stressed thinking about stats I feel like puking,0
556,Buzzing for New York but I can already feel the stress of college for when I come back,0
557,I can feel the stress is coming ,0
558,nice days stress me out cause i feel like i'm not making the most of the sunlight. nice days in february stress me out cause it's winter.,0
559,All these beautiful songs coming out but im so stressed and busy to the point I dont get to actually FEEL the lyrics anymore,0
560,I truly feel nauseous 24/7 and I hope it's just my stress,0
561,Not having a phone sucks...like I've gone multiple months without one but I feel NOW is when I need it most #stressed,0
562,Wish I was a person with stress that looses weight. Instead I eat my stress and then feel more stressed ,0
563,I still feel stressed after I take a test until I know what my grade is!!!,0
564,I feel better knowing this is a thing. Post-election stress disorder explains what's going on PERFECTLY. http://www.pbs.org/newshour/rundown/post-election-stress-disorder-sweeps-nation/ …,0
565,I feel like I should write a book. But my memory is crap and I have a hard time working on things cause I stress so much.,0
566,Sometimes I get in a funk where I'm not sure how to feel or react & idk if it's from the stress of life or college or,0
567,I feel almost completely stress free n I love it,0
568,I feel like I stress myself out to the point of getting sick,0
569,I felt the stress of my students so I applied the meditation technique then let them write how and what they feel and post it,0
570,"I'm still stressed as fuck, it's just... A little easier with mother around I guess? Cause I can talk about it and she feels the same as me",0
571,I feel crazy with all my mood swing and stress that already brew in horizon,0
572,@EmmieLoved1R I feel so relaxed today that we already have our @OneRepublic  tickets and we don't have to stress out anymore,0
573,"Whenever I feel anxious or stressed, I do a salute and yell out, ""yousoro~!"" as best I can! So if you're feeling the same, why not try it?",0
574,"In hs I could have 3 tests in a day and it wasn't a big deal, but in college I have a test in every class next week and feel so stressed",0
575,I've been through an atrocious amount of stress the past few days and I can feel my mind fluking out on me multiple times a day it's tiring,0
576,"with you I forget all my stress, with you I feel my best",0
577,"I know how anxiety, stress and depression feels bro, if you ever feel like talking about it im here to talk.",0
578,I'm so chill rn that it's scaring me how chill I am I NEED TO FEEL A LITTLE STRESSED AND START PREPARING,0
579,I will never feel stressed because I know I'm blessed,0
580,I feel so serene right now. I have a cup of tea and some books and no school stress. I wish it could last for longer than just the weekend.,0
581,I don't like my mood being so Dependent on the state of my stream because I stress over it constantly so then I never feel happy.,0
582,"Truth be told, getting hugs when I'm excited makes me feel pretty stressed out haha",0
583,SURPRISE SURPRISE MANAGER DIDNT CHECK THE BINDER & SEE MY REQUEST FOR PAX WEEKEND :))) I'm so stressed I feel sick to my stomach lol,0
584,Agree or disagree? I feel stress is a result of frustration. Frustration derived from self imposed expectations... http://fb.me/1LpI1oMZj ,0
585,"I haven't even started uni yet, I start next week and I'm already stressed and I can feel myself aging what is happening to me",0
586,Whenever I finish presenting I feel like I'm done with GPPQE. Till another Thursday night comes and I'm stressed again,0
587,I feel like shit I'm so stressed out I don't think I've ever had so much pressure in my life,0
588,I just feel sorry for TTT's wife. The stress he's putting her through is not funny. #bbnaijapic.twitter.com/nximPj9yWK,0
589,"Between school, fangirl and friends I feel like I'm being stretched thin and the stress is killing me",0
590,"Everytime I'm in Enugu, I feel myself getting fat not because I'm eating too much, but cause I'm less stressed so I feel too relaxed",0
591,"And anxiety makes me replay all of it in my head for hours afterward, which makes me more exhausted. It's not that I feel stressed about how",0
592,I feel great! Mr Dr said I'm not in perimenopause and that stress causes changes in your body. So I'm gonna have a me time day today!!!,0
593,Getting a train to Edinburgh today I feel may not be stress-free...,0
594,I've lost some feelings but shyness and stress is one thing I still feel,0
595,Soon as I release material I always just feel like I can top it so often times I don't stress,0
596,I keep forgetting that I'm only 18 cause my stress level make me feel like I'm in my 30's,0
597,"Why is it that we ignore the ones that put themselves out there for us, but stress over the ones who don't.. I'm starting to feel stupid",0
598,all i do is sit and stress over little fucking things and it makes me feel stupid but i cant help it,0
599,Why do I stress over pathetic things but feel so laid back about things that are actually important ?!,0
600,atm all bands are in action I can't keep up I feel stressed,0
601,"In preparation for the standardized test, I don't stress it at all.  Some teachers feel I say too little about it. #bfc530",0
602,Sorry for ranting I just feel so stressed rn she's gonna come home and yell at me for not waking up early enough to study,0
603,When I see u smile immediately but how that happened to u I cant stress when I remember that I feel really Im  #JusticForTaeyong #NCT,0
604,"To the exhausted mom just trying to make it through the day, I feel you.  https://www.easylivingtoday.com/weight-loss-post-c-section/ … via @easylivingtoday",0
605,I feel like throwing up bc of the stress #IlluminateWorldTour,0
606,So stress....I feel like crying sia. ,0
607,no la but actually when you guys come back I feel stress leh,0
608,Sometime I feel like I am too young to be this much stressed ,0
609,I feel like I'm eating stress for all the meals of the day,0
610,I'm so stressed about Seungri's hair for his comeback. I feel like a Red Velvet stan.,0
611,the stress will be immense. If they weren't bringing it on themselves & failing millions I'd feel sorry for them.,0
612,trueee beb  kaya I feel you na sa pagka stressed ,0
613,I feel so sick and stressed out I can't even sleep,0
614,How unsure I feel about the Leeds line up has genuinely caused me so much anxiety and stress . Headliners r sick but the line up is pooooor,0
615,I feel like I'm close to being stressed again because of this fcking issue. Getting flashbacks from things I don't even want to remember.,0
616,Gggrrrrrr trains! Late! Not the stress I want to feel on this Sunny Friday morning! ,0
617,man I feel you I'm so stressed and scared ion got time to deal with extra,0
618,"Someone just pointed out the tables at the hospital, looks like googly eyes. I feel less stressed now. Thank you, @EchoChelsea21!pic.twitter.com/vMNIEEcHj0",0
619,breastfeeding makes me want to cry. I feel so stressed out,0
620,i wanna do wireless.. but eminems at reading.. i dont even know why i feel so stressed i just am beidksidn,0
621,i feel so alone?? like my head feels so full & i have been so stressed & down lately about so much & i just feel like i have nobody 2 rant 2,0
622,"My dad lost his card and I'm stressed bc I feel responsible?? Nice one, brain. Nice one",0
623,"I feel so out of control w my stomach issues sometimes, plus my self esteem isn't used to all these extra lbs, and I get so upset/stressed.",0
624,"@_fawadakhan_  Cutest smile. His smile gives me Happiness. Whenever I see his smile, I feel I am free from stress. ",0
625,"Okay so I feel personally attacked, stressed, visibly disturbed, I opened this in my registration class https://twitter.com/iacquirethought/status/834955396087496704 …",0
626,so stressed with work i cant even feel the exordium excitement im so pissed,0
627,ive always been lucky enough to have rlly clear skin but i stg i can feel myself being this close  from breaking out from stress,0
628,"Even though I'm stressed all the time, I never felt so happy in my life rn  everything finally feels like it's all falling into place",0
629,"The stress I feel at this moment.

I need sleep.",0
630,"Im so stressed out, broken in pain and my heart won't stop beating for him cause what i feel is real",0
631,Thinking that next year I may go to University makes me feel scared and stressed....,0
632,The fear and the stress is very real though. I think I'm learning its important to let myself feel that sometimes.,0
633,like.. mythic +10 I did just once for the achievement I feel like that's how I'm suppose to get gear still I'm just like STRESS,0
634,"""Stressed"" is an understatement for what I feel rn",0
635,The emotional stress I've been under it feel so damn good to cry,0
636,but life feels so good and so stress free rn I'm just sad that I know it won't last,0
637,"I can feel that my body wants to sleep, but I'm so stressed out, I know I won't be able to. #insomnia",0
638,I'm mostly dead inside. So every once in a while I sabotage myself just to make sure I can still feel things like stress and sadness.,0
639,When I have ONE thing to do in a week I get stressed and I feel too tired to live lol,0
640,"Y I feel like I'm always worrying bout some . Either work, or school work, even when I know I don't have shit I stress ",0
641,When I feel stressed I just look into this    board  and nothings… https://www.instagram.com/p/BQ4sigIh8RIkRnyg_9cYctk84t57Bg96z3tH4w0/ …,0
642,"Wedding dress shopping today. I *think* I should be excited about this, I just feel nervous and stressed.",0
643,I feel stressed and tired because of school,0
644,Finished my project!!but i still feel stressed and like i have a lot of work to do,0
645,I feel like I just relieved all the stress I had built up.,0
646,"I feel so stressed out,",0
647,Now that most of my family knows about the baby I feel a lot better and so much less stressed than I was before,0
648,Stressed  I feel like my life is in shambles,0
649,I'm so stressed rn I just feel like giving up bc it's just going to get harder for me. But you're right thanks girl,0
650,I feel like im going to have a mental break down... So stressed and tired of this two weeks ,0
651,I can feel the stress kicking in.,0
652,I hate that my body decides it wants to take stress out on me in the form of cystic acne. I feel horrible,0
653,I totally agree with him on his thread. I'm Ghanaian & I can almost feel the stress the locals are going through  https://twitter.com/Joan_MG/status/835010313837809664 …,0
654,I honestly feel like no one realizes how stressed out students are,0
655,"Watched episodes 3-8 of Stranger Things tonight. Hooked, stressed out, still not sure how I feel/what I think. Will watch S2, though. #sigh",0
656,"Fandom stuff, family stuff, life stuff...shit happens but I'll be over it when I wake up. Just feel stressed lately about things. 

gn",0
657,"I haven't liked drawing for over a year at this point and suddenly it got fun and stress free for me, but tonight I feel like",0
658,I feel like all I do is stress about my grades no matter what they are,0
659,I feel stress free now low-key,0
660,LMAO ASHER IS SO CUTE HE'S stress eating... I feel u,0
661,"So I thought I had an exam tomorrow but turns out that's next,week,at least I feel a bit less stressed now :)",0
662,@beamiller I've felt so stressed for the past few days and i can't breathe made me feel so calm,0
663,i feel so stressed and sad right now bc fans will chat live with chyler leigh tomorrow on facebook,0
664,I sleep to not feel stressed but then my dreams stress me out and add to the stress of my already stressful life.,0
665,School and ppl stress me out so much and this is why i feel the way i do ,0
666,"i  have SO much anxiety these days but i feel like ""i cant breathe"" helps me to get through my stress #chapteroneblue",0
667,"@aijiaofficial there were 2 deaths within my family this week. I feel super stressed and upset.  can I have a ""hug"" please?",0
668,"Inever stress wen ikno im going bk to help her,  I actually feel better. . 
Shake soul is at peace. 

My heart is whole tonight .",0
669,Tomorrow will stress me out. I can feel it.,0
670,I feel the frustration and stress coming all at once again,0
671,I feel like a new tattoo would release all the stress I have.,0
672,three eps in & i can not stress enough how good legion has been making me feel about the potential of tv,0
673,When you let niggas know seh yuh nuh have time fi stress ova nobody son & them start feel a way. Ah smaddy dem a look fi chase dem. NOT I!,0
674,that is 100% fear and anxiety.  that is a stressed and unhappy dog.  i dont know why this person feels the need to upset their dog like this,0
675,The only reason it's not more is because I know I'm stress eating & try to moderate it but I definitely feel puffy ,0
676,"I feel like I finally have friends who understand me Like we stress about the same stuff: anime, greys, music ahh it feels nice",0
677,Was stressed and then I went running and now I feel like I'm flying ,0
678,"Thanks for the happy birthday guys, it feels nice that i had a stress/anxiety free birthday.",0
679,"I cannot stress it enough 
YOU HAVE TO THINK AND SPEAK POSITIVE THINGS IF YOU WANT TO FEEL POSITIVE & SEE POSITIVE CHANGES",0
680,"i am rejuvenated, my skin has cleared, i am no longer stressed, i look younger, I feel great https://twitter.com/bluebaby28/status/834985426725163009 …",0
681,Summer '17 is gunna be stress free and full of memories I can already feel it.,0
682,I honestly feel like i might just fucking drop dead from stress,0
683,I get stress/anxiety periods dude I feel this shit,0
684,I just never been so stressed or had this many breakdowns so consistently. I almost feel like I'm suffocating,0
685,"even though i may be stressed as hell about school and tired from being busy with work along with school, i just feel really happy lately",0
686,I can't even feel relaxed anymore. I'm in a constant state of stress,0
687,I feel bad. He makes me stress lol,0
688,"feel it, but it may because of overthinking things? i hope you dont feel depressed/stressed out as much as before, and i hope",0
689,"Okay,stressed.nurse bilg overweight,doc gammai bilg reading 7.4.soo close to 7.8 which is max.i don't feel like eating but baby needs it",0
690,I just love how everything is falling into place after being at my lowest. I feel like I stressed so much more when I was in a relationship.,0
691,Band trip finally being paid and now now my dress I can feel the stress going away,0
692,I can feel the knots in my back forming when I'm stressed out,0
693,I love being selfish and worry about myself i feels so stress free and good ,0
694,i just don't get the hype of college...i'm stressed & tired 99.9% of the time & it makes me feel miserable,0
695,I honestly can't remember what it feels like to not be stressed or overwhelmed with life. Or deal with anxiety.,0
696,First time in a long time that I finished a paper the day before it was due...I feel invincible stress free 11/10,0
697,"Who slips on a tim hortons cup, actually spraining an ankle and a scraped knee? Noone but me. Seriously. I feel stupid. #stress #clumsymaech",0
698,I feel like I'm descending slowly into madness but not really because I'm not going mad; just growing stressed and exhausted.,0
699,love ha to death give ha nun to stress focusin when I'm strokin she feel it all in ha chest ah,0
700,"I feel so overwhelmed like I'm not going to be able to get everything done before I leave next week! 
#Stress #MomLife",0
701,can I be Cedric and curl up in a ball every time I feel stressed,0
702,I feel like my life is changing fast and a slow paste at the same time with my mom in n out of surgerys Tmrrw her first city of hope stress,0
703,sure has elevated the stress I feel - thst's just the truth.,0
704,Can I be cedi and curl into a ball every time I feel stressed,0
705,yeah I feel your pain. I'm still stressed about this storm. We were in the bulls eye and now getting excited for chances of snow,0
706,Casually buys chocolate and chocolate milk bc i feel stressed and anxious lol,0
707,"I'm stressed out by this AZ thing. I try not to be dramatic, but I feel like I'm watching something horrible finally getting out of control.",0
708,UGGGGHHHHHHH I feel. Stressed.,0
709,I hope to live a stress free life. I wanna feel how I feel right nahhh.,0
710,"Wish I had a girl so I can give her my jean jacket when she gets cold, but then again, this whole stress free shit feels good af",0
711,so now I can take more hours and not feel stressed about commuting back and forth,0
