Tweet,Response
"- really tired, just relaxed. ""I'm glad to hear that. I feel as though you can relate to me too, even if my way isn't as -",1
that would b totally cool!! my friend & i always run like super relaxed groups also so don't feel 2 stressed !!,1
god i feel bad right now. i'm too stressed to not do anything but i'm too depressed to do anything.,0
had a full body massage and I feel so relaxed ,1
Don't know if I feel relieved or stressed ,0
when I'm tired or stressed. I'm really not good at all and don't know much about music but it made me feel really good about myself,0
People and birds here seem insanely relaxed. I feel like I could just bend over and pick up a dove and take it home.,1
I feel like I stress over to much ,0
I'd feel a lot more relaxed...  https://twitter.com/HuffPostSA/status/832146513522544641 …,1
"I think the most important thing is to feel comfortable & relaxed, to be free to adjust your position at any time.  https://twitter.com/jenn011nj/status/830880300578308101 …",1
I'm so happy I feel so mf relaxed ,1
I'm oddly relaxed rn... doesn't feel right  school's got fucked up lol,1
I Feel like all the stress is Over ,0
Which means the stress I have been feeling for the last couple of weeks must be gone. And I really feel that it is.,0
"was told to cancel direct debit & then manually pay amount less £40. I have no idea if that will fix it.Feel stressed, let down, robbed",0
Sometime I feel like I am too young to be this much stressed ,0
"Hand and Stone Spa is a wonderful place, so relaxed i feel drunk! Hubs and i both enjoyed our couple's massage",1
loved this routine - still watch it to put a smile on my day when I feel xra tired or stressed - works like a charm,0
i feel relaxed,1
"I'm so stressed for the whole week since I'm having too much works whether school or in others, but I feel better now",0
"I feel I'm a combination of lovable babe, stressed chic, and boring bitch tbh https://twitter.com/MadamMelanin/status/834935694489436160 …",0
Does not feel like my birthday is Monday because I'm so stressed with school...,0
everything is so stressful & i never feel stressed,0
I'm so used to being stressed it feels odd when I don't have something to do,0
I FRIDAY FEELS I The weekends almost here.....This image from the #penthouse @bannisterspavilion evokes a relaxed... http://fb.me/7B09ebVS3 ,1
Such a beautiful day and some beautiful weather. I feel relaxed already https://www.instagram.com/p/BQnvDYFF2oL/ ,1
I've been through an atrocious amount of stress the past few days and I can feel my mind fluking out on me multiple times a day it's tiring,0
Everytime I miss class I feel like I miss 2 months worth of information then I'm stressed tf out.,0
yes it was. I feel so relaxed ,1
"Think I've just had the best shower of my life, feel so relaxed and renewed ",1
I never been so stress fo my exam before and I can feel my head exploding because it's overloading with information,0
"i hope you get to enjoy your saturday in the best way possible, you deserve to have fun and feel relaxed!",1
I feel like this but niggas don't know the stress.,0
I feel like Corrine's hometown date felt the most relaxed and real. Everything else seemed so staged #teamcorn,1
"I can't really describe how relieved and relaxed I feel after this funeral. Like I'm floating. Not happy, just okay with things",1
I feel so relaxed and happy,1
"I watched a movie to relax n feel better while I'm sick. The movie was Dear White People, and was awesome, but I'm... not relaxed.",1
This little getaway was exactly what I needed. I feel so relaxed ,1
I hope to live a stress free life. I wanna feel how I feel right nahhh.,0
I feel like I should write a book. But my memory is crap and I have a hard time working on things cause I stress so much.,0
I feel your pain!! I bought 2 bedrooms worth of furniture when my family came to visit me the first time!! So much stress!!,0
This was a great weekend indeed indoors relaxed...I feel so refreshed and ready for a new week.,1
I feel so relaxed,1
There is literally no Ed Sheeran song that I don't like. His music is always so pretty and I feel relaxed listening to him.,1
I just feel so relaxed today. More relaxed than in a long time.,1
I feel stressed being thin girl.,0
I feel relaxed ospina is in goal #COYG,1
I feel like I been stressed for like 3 weeks,0
I feel so relaxed ,1
Tired is an understatement for how I feel today but at least I'm feeling more relaxed than yesterday.,1
"+ I don't feel well, I'm stressed and confused. Yup. I need a break. And some Fallout4 or ESO.",0
I made an evolution to feel relaxed with the bad smell in the animation shop or the Comicket other way round.×.4,1
Had a cuddle puddle until 9am this morning and I feel so relaxed .,1
I feel soo relaxed after the salt cave ,1
I feel sooooooo relaxed and good after that gym session! I could fall asleep right now ,1
Ahh I feel so stressed doing our portfolio  But thanks to this sunshine for making me smile  #BTS #Jhopepic.twitter.com/8tnEbBB2Pw,0
this is so stress ful i feel like that girl who cried because the coloring pages were too hard,0
it really is! I feel relaxed & happy,1
i feel so stressed someone help,0
I feel relaxed by just reading about it. :),1
"I feel like I wanna turn up tonight, but I am very relaxed rn",1
"Dude idk I kind of enjoy having three days off ,I feel more relaxed , cause work can stress me the fuck out",1
slightly afraid that this might be my anxiety/stress because i feel like how I did in the summer and medicine didn't work,0
"Installing this stereo set was a great idea, I feel freaking good, relaxed & chill thanks to it",1
a strange thing happens when you pass sixty i feel more relaxed,1
I won't feel relaxed until he is replaced by a sane person,1
My laptop lagging so much i'm so stressed i feel like rejecting this job but i'm almost finish,0
I feel so relaxed now,1
I feel like this would stress me out more lol https://twitter.com/fatkiddeals/status/834918519972179968 …,0
i'm so blessed to find out about sungha jung. i feel so relaxed.,1
I should feel relieved that I turned my paper in but I'm still so stressed about,0
I used to enjoy coming for my shifts. Now I feel so stressed out and pressured at work.,0
Feel some type of stress so I feel the need to shop online excuses to buy,0
Amazing how relaxed I can feel knowing all the work I've been putting off,1
I love that!! I feel so up beat after today's press conference. He owned that room and seemed genuinely relaxed. At his best.,1
I feel stress free now low-key,0
Tonday was such a lovely day. I woke up stressed but the sunshine and my beautiful friends made it all go away I feel nothing but happiness,0
I definitely feel calmer and more relaxed after unplugging for 4days. Great tips on setting technology boundaries. http://fb.me/1C2O8aHxd ,1
mischievous side out bc jin makes him feel so comfortable and relaxed.......i'm sorry for vomming on you i just,1
"Day 19 of the #selflovechallenge - What do I do to relax
.
I feel relaxed sitting in the warm… https://www.instagram.com/p/BQwEer_j-QJ/ ",1
I guide professionals into a relaxed state where they feel comfortable &confident to speak freely in front of groups!http://ow.ly/UcDf3099KFv ,1
Don't want you to stress me bay. I just want you to make me feel good. Don't want you to pressure me.,0
I feel so stressed right now ,0
I honestly don't know how to feel right now. I'm actually stressed . Nicki is bae but then remy  https://twitter.com/makeupshayla/status/835552690813857792 …,0
I am having such an awful time coping with anxiety/stress. I feel so disoriented. Just want to curl up and disappear.,0
my students are taking a test too! i feel so relaxed :),1
I don't want to fill in my eyebrows for work but I feel obligated to because I stress pick tf out of them and it makes me look like a tweak,0
It's been a very long time since I was this relaxed.. I feel like for the past 3 years I've been tied to an anchor lol,1
"I'm so stressed rn, I feel like all I can do is cry",0
#frantasticmonday is the only hashtag that makes me relaxed and feel inspírated . Wish I was as talented,1
"Post workout laying in my sports bra, waiting for my eggs to boil and watching No Strings Attached. I feel so relaxed lol",1
Hate feeling so stressed out that I feel like throwing up.,0
I may need to watch that a few times to really feel quite relaxed...,1
"I feel you homie, you'll be good tho try not to stress it ",0
At first I started going to the gym cause I didn't love the way I saw myself but now it's like a stress reliever it's makes me feel good,0
When me and my niggas fall into trouble I tell em we gon be straight so dey don't stress...even if I feel like we not gon be straight,0
"I want to die 
Al8eraya s5efa o btzheg 
I feel like #pipeline 
With high stress ",0
@WACCOE I bet he feels 10 times younger without the stress,0
"It happens, I wouldn't worry about being burnt out after beast. Don't stress and enjoy the game! You'll feel better next month",0
I spent all day in bed and instead of feeling relaxed I feel so guilty lol,1
A6: Hallmark movies! Reminds me of when I was a kid and make me feel relaxed! #NoGoodCough,1
"When I’m by your side. It’s strange, but I feel relaxed -AKB48 : tobenai agehachou-",1
The most important thing I feel is to not give a damn what people think or say bc too much stress when you do all that,0
@POTUS The Orlando-Melbourne airport speaking 2 We The People session is GOOD I feel it's very beneficial/ effective for keeping you relaxed,1
"Whenever we have to face a big team my body starts shivering 
I try to control myself but i can't and when we score i feel so relaxed
",1
"If I were a therapist, I would only prescribe music. Like, ""Oh, you feel anxious and stressed? Listen to this mixtape. You'll feel better.""",0
I feel so relaxed,1
breastfeeding makes me want to cry. I feel so stressed out,0
been listening to chill lofi hip hop tracks all day honestly and i could not feel more relaxed,1
Tomorrow will stress me out. I can feel it.,0
I never realized I'd feel so much stress over a wrestling competition,0
I'm stress eating and I feel disgusting,0
the fact that I have to do prom all over again makes me feel happy and stressed at the same time lol,0
19) for me having work to do actually makes me feel relaxed bc its so normal for me now when i have nothing to do i'm Lost,1
i hate it how i feel so relaxed even though my exam's tmr like bruh,1
"For dinner I had hummus, curried pumpkin and baby bok choi. My insides feel relaxed",1
School and ppl stress me out so much and this is why i feel the way i do ,0
I feel like you should be able to file a disability claim for this stress,0
I downloaded an app for meditation and it actually works. Well the one for sleep I feel so relaxed,1
"Wish I had a girl so I can give her my jean jacket when she gets cold, but then again, this whole stress free shit feels good af",0
Thinking that next year I may go to University makes me feel scared and stressed....,0
After do yoga I feel so relaxed..... then my stomach growls and I hate the world,1
I've got midterms on Monday and Tuesday and I'm not even stressed. What is this feeling?  this must be what being semi prepared feels like,0
"I wasn't nervous for long. Michael made me feel so comfortable and relaxed, just like he still does. http://fb.me/2aIZ7YK47 ",1
I totally feel you. Carnival is great stress! https://twitter.com/Misses_Van_Damn/status/834874683170435074 …,0
I feel so relaxed ,1
"lol I'm not sad, I'm constantly stressed. As if I feel things anymore.",0
@Rainbow6Game honestly every time I get on rainbow I feel relaxed best game ever,1
@jeffreylord @CNN   If you think he looked relaxed I feel sad about the family you grew up in.   He is mentally unstable.,1
. JCNSJFN I feeL so Relaxed and Weirdly energized now. I feel gr8.,1
 and i love you too! u always make me feel less anxious and stressed. always!!,0
which I feel is better than crying due to stress related problems or those random waves of anxiety and depression I get.,0
I feel so relaxed working on a commission right now + another charm design for YOIcon <3,1
I'll listen to some music this afternoon. The sun is obscured by clouds. The ocean is still. I feel relaxed.,1
Finally I feel relaxed enough and with free time to post. One of my exams has been delayed .… https://www.instagram.com/p/BQn6yKxjvGK/ ,1
Wearing face mask while doing HW with no reason. It smells and feels good so maybe I just wanna be relaxed... pic.twitter.com/kmex6pHNH3,1
When I'm relaxed I can make an hour feel like a day,1
I'm so stressed about Seungri's hair for his comeback. I feel like a Red Velvet stan.,0
Soon as I release material I always just feel like I can top it so often times I don't stress,0
feel like I should stress i DONT want delena endgame i just enjoy being petty online,0
Had an awesome time at charltonhousespahotel I feel sooooo relaxed!! And yes I'm wearing a… https://www.instagram.com/p/BQqMEErBI0_/ ,1
TBH I feel like a lot of people pretend to like me and that's fine. I really don't stress it anymore. I used to. But no more.,0
I showered in cold water and I feel relaxed,1
Sat around and watched movies all weekend I feel relaxed but it's back to work tomorrow,1
i feel so relaxed,1
"Orita rated us 4 out of 5!

I was made to feel relaxed by both the receptionist and Madga.  Madga answered all my... http://fb.me/8cccMBY04 ",1
i've been listening to asmr for 4 years now it helps me feel so relaxed when I'm doing my homework,1
one could only be so lucky!! I haven't been to a spa in years. I can't wait to feel that relaxed again..,1
LMAO ASHER IS SO CUTE HE'S stress eating... I feel u,0
"that run was hard - my legs felt like lead & there was a constant, cold rain
but now I feel relaxed, light & grateful

#MovementIsMedicine",1
"I feel angry, annoyed, bitchy, sad, tired, fustrated, & stressed all at the same time right now ",0
Breakcore has a sound to it that I just feel so relaxed when I hear it,1
"I love how my body and mind are so in sync; every time I have a busy schedule and start to feel stress, my immune system craps out on me :))",0
it is omg i feel so relaxed so nice so cool,1
"Ain't wanna feel like this again , I don't need to be stressed ",0
"i just woke up, saw it and now i feel so relaxed. i'm in love",1
"Pritam@vijayrupanibjp 
Dear sir, I am client of GSRTC from last 2.6 yr. I am very disappointed and feel stress and tourchering services. https://twitter.com/vijayrupanibjp/status/834411980177956864 …",0
After listening to instrumentals for like 4 hours I feel so mellowed out like fuck all can stress me rn,0
"In preparation for the standardized test, I don't stress it at all.  Some teachers feel I say too little about it. #bfc530",0
at least on week days i feel like im justified to feel tired or stressed,0
I feel like they've relaxed the dresscode for lunch/brunch lately,1
My mom is cutting my rips and I feel so relaxed ,1
I feel sooo relaxed right now.,1
I feel so relaxed,1
I feel so relaxed rn ,1
why is writing scholarship essays so hard? I feel like a stressed out high school senior.,0
I'm weird but I love sleeping with my hair wet. It makes me feel so relaxed and comfy. ,1
"""After my #yoga session with Monique I always feel relaxed and calm and have a lovely sense of inner peace.""
http://www.moniquefryeryoga.com/yoga-tuition/ pic.twitter.com/gdkprMiUJ6",1
"Im so stressed out, broken in pain and my heart won't stop beating for him cause what i feel is real",0
Spa morning in Cardiff on my day off; I feel amazing! Best way to spend annual leave #relaxed #workLifeBalance,1
"""Jimmy, you're staying. I know the rumors had you stressed. We want you to feel better. You like clowns? We just traded Taj & Doug for one."" https://twitter.com/yahoosports/status/834875827523162112 …",0
"me: wow i finally finished most of my homework, i feel relaxed
anxiety: NAAAAHHH FAAAAMM THAT AIN'T ALLOWED START PANICKING OVER NOTHING!!",1
@thegreatkhalid releases the perfect amount of dopamine in my brain for me to feel like I'm high off life... I'm hella relaxed right now ,1
Being single is one of the best decisions I've made. Feels good to be stress free,0
"yeah. Helps me eat, relieves all this damn stress I have on me and everything. When I feel sick and unable too eat, I smoke and",0
Everything just seems right today since the class is postpone to next week. I feel relaxed. ,1
I feel so relaxed right now,1
"I'm stressed out by this AZ thing. I try not to be dramatic, but I feel like I'm watching something horrible finally getting out of control.",0
im so fucking stressed out rn abt the fucking bathroom thing i can literally feel the pimples forming on my skin,0
I'm eating this cake I feel so stressed,0
"HAPPY F R I D A Y! Ever feel like its been a long week full of meetings, stress and extra time on the computer?... http://fb.me/1Pe74jvA6 ",0
"@ItsMoiSaly I feel relaxed after ""Accounting"".",1
I feel more stressed about WhiteGlove this year than I did last year. ,0
my Lyft driver is playing some jazz and I think this is the first time I feel so relaxed in a while,1
Reliever medication they gave me after they take my blood make me feel relaxed & sleepy if i were drunk  ! .. I need go to house for sleep,1
"*feels like I'm finally caught up on all my work* 
*look at planner and gets stressed out all over again* 
It's never ending ",0
Second time moving in a period of 6 months and I know what real stress feels like now,0
"lol, I feel like I just stay stressed, it just gets more than usual sometimes! ",0
"stomach/body: eat, you'll feel better
anxiety/stress: no, I'll make you feel sick if you eat and sick if you don't eat

",0
"I love to see you laugh too, it's makes me feel so relaxed and happy",1
I'm stressed to the point where I feel like I don't exist and it's not a cool feeling.,0
We got our exam timetables yesterday and I feel stressed,0
I feel so excited but also very stressed now. So close to have a final between my two favourite players ,0
"I really like this podcast Abi! Like it's quite long at 1 hour 30, proper relaxed analysis, doesn't feel rushed.",1
i loveeeeee cleaning and i love lighting candles i feel so much more relaxed,1
"Melania led us in prayer... I feel like she probably prays everyday. Trump is tieless, it's his relaxed and casual look. 
God bless America",1
I can't speak for everyone but I feel pretty relaxed https://twitter.com/mensfitness/status/832054444367945728 …,1
there are too many fit boys in chester everywhere i turn i feel like i need to look my best im so bloody stressed,0
"When I feel like shit, I just put on a face mask and take a hot bath and it makes every stress I have go away :)",0
I wanna work so hard that when I take a vacation and come back I dont feel stressed out about money,0
"Once i finally feel calm and relaxed, there's always something new to stress about",0
"Feel drained, frustrated, disgusted, stressed, disappointed, let down and broken after tonight, But I'll never stop loving Rangers FC ",0
I've been so stressed out lately. I don't even feel like myself ,0
I feel like throwing up bc of the stress #IlluminateWorldTour,0
I feel so stressed for you all!!xxx,0
I took a bath now I'm ready for bed. That epsom salt always makes me feel so relaxed,1
I haven't watched a game since 2015 and I feel so stress free. They aren't worth my time or money.,0
I need a break away with no stress or hassle. Just to clear my mind and get some breathing space to feel sane again.,0
"Picked up yoga and meditation in college to help with stress. Stopped doing it because I got to busy. Started doing it again, feels great",0
I don't think I have the capability to feel stress anymore,0
"Me:
2) I feel relaxed, yet cautious at the beach because I don’t want to get sun burnt. #os2305",1
My mom & I have been getting along really good lately & it makes me feel so stress free ,0
Came home from the gym and I feel so relaxed. That steam room puts in work.,1
I feel like my BLW notes could stress Someone else out  pic.twitter.com/P6KsTGzVmY,0
"yes officer, it was a stress relief exercise. I feel so much better now",0
"I've spent the past month waking up early & going to bed at a 'normal' time. So, this is what stress feels like?",0
It's good that he left . I feel relaxed .. He don't need to carry the burden of a lackluster franchise,1
Just listened to #Nightride all the way through tonight & I feel so relaxed and one with nature. Such a beautiful body of work.@Tinashe,1
I don't like my mood being so Dependent on the state of my stream because I stress over it constantly so then I never feel happy.,0
I FEEL SO STUID I DID NOT BACK IT UP COZ I FEEL RELAXED NA BAGONG LAPTOP CYA. WHY!!!!,1
"where. When I do. Feel more relaxed. You'll always be safe in my arms. ""(He waited a moment and pulled her close giving her>",1
Was just treated to a Lavender-scented 1-hour massage with queenofmassageatl - I feel so relaxed… https://www.instagram.com/p/BQdjp9PjWxM/ ,1
Everytime I keep my baby sister I strip her because I feel like she has on too much clothes lol she just needs to be relaxed in her diaper,1
"I just got home from the swimming hall, I went swimming for a hour. I feel so relaxed in my whole body. I really enjoy swimming as exercise",1
"for me it's nto the dizzy thing when i get kinda drunk is more bc it makes me feel mroe relaxed, i dont feel as anxious",1
Not having a phone sucks...like I've gone multiple months without one but I feel NOW is when I need it most #stressed,0
I feel like cryinh bc school work is overwhelming me. But it doesn't make sense bc this is low stress situation. I think its bc i still dont,0
I feel like I have something new to stress about everyday,0
I knew I wasn't alone. I rarely feel stressed but I feel this. #bekindhumanshttp://www.ctvnews.ca/mobile/5things/feeling-down-tips-to-counteract-the-stress-of-negative-news-1.3294814#_gus&_gucid=&_gup=twitter&_gsc=w8UXVwe …,0
I feel kinda weird like I'm not quite anxious or stressed but I'm not relaxed either idk how to explain how I'm feeling cos I'm not sure??!,1
currently watching shin yang nam show to relieve stress. idk i feel so pissed rn ,0
Was stressed and then I went running and now I feel like I'm flying ,0
Idk why I feel stressed,0
"I feel too stressed out when my parents are at home. They never let me relax, they're always on to me for everything.",0
I feel like we don't stress enough how terrifying that was ,0
I feel so relaxed ,1
i feel stupid posting anything abt this but my usual anxiety/stress relief methods arent working so if anyone like... has some ideas mayb...,0
I feel like I need a stress test watching #HTGAWM ,0
"I now see and feel the reason why some people chose not to live this far,... — feeling stressed",0
I feel so relaxed but so not me rn and its weird,1
I feel so relaxed like everything is going so well I'm shook,1
So I easily have slept for the past 12 hours or so and I feel so relaxed Then I find out some shit news and it ruins my mood ,1
"Feels for the day. 
Today I will not stress over things I can't control.… https://www.instagram.com/p/BQ3Tq3Pgen9/ ",0
"ya, i was super stressed over a work-related decision. Then i ran 7k and feel much better about life. Exercise is great ",0
"So stress lately I feel like killing myself  :"")",0
"To many beautiful women out here, i feel stressed ",0
I feel so relaxed right now ,1
You've got this. I'm struggling with my stress levels affecting my MS so if you ever need support feel free to reach out,0
HONESTLY i feel so bad for my professor he's so WEIRD & chill & so relaxed even though nothing works for him ever i just want to protect him,1
I feel more relaxed and more aware,1
I finally feel relaxed.,1
I wish it was thunder-storming. Makes me feel more relaxed.,1
Both of them are under stress ..i think they need to chill..reade especially I feel sorry for him  https://twitter.com/NBCBlindspot/status/834583078580260864 …,0
you the one i call when i'm stressed this the time of the year i feel alone,0
this is the first night in 8 weeks that i haven't been stressed about pharm/fundies/clinicals/exams. i feel like a brand new person ,0
"nice! It's a good con, I always feel relaxed attending it. I'd love to meet if you'd be up for it but otherwise have fun ",1
"i dont know these ppl, but the driver started playing Isaiah Rashad and suddenly i feel more relaxed",1
"This show is soooo good like all the stress and emotions it displays, I feel in real life like they're my problems",0
I wish it was thunder-storming. Makes me feel more relaxed.,1
I feel so bad for @iamjojo  I just want her to get better & not be stressed/tired...,0
"He's a saint. Done all the jobs I was dreading doing when I got home, he's made me feel so relaxed pic.twitter.com/nE1VKYtSx6",1
I feel incredibly stressed bc I feel like I'm running out of time before uni and this is why I didn't want to work today,0
Enjoying my new mind set and out look of life. I feel very relaxed ,1
I'm so chill rn that it's scaring me how chill I am I NEED TO FEEL A LITTLE STRESSED AND START PREPARING,0
You're welcome! I feel how stressed you are right now & I'm sorry to hear it. Just keep calm & I'm sure you'll be done in no time.,0
I honestly can't remember what it feels like to not be stressed or overwhelmed with life. Or deal with anxiety.,0
"Me: lets go on twitter for some relief from the stress of exams
This post: *first thing on my tl*
Me: Ah yes I feel so happy and relaxed  https://twitter.com/hahahahppy/status/832761140274831363 …",1
I feel so relaxed today. ,1
"I should've done audio editing last night. Instead, I did chores, relaxed, and napped. I feel pretty good.",1
I feel so good and relaxed right now.,1
lol my bday is a week from today and idk what to do and i don't feel like having the stress of planning pls help,0
".. food is cooked, and i could definitely use a nap right about now. i feel so calm and relaxed ..",1
Why do I feel the stress of life today?! ,0
"yeah I've been on edge today too, *soft hugs* hope you feel more relaxed soon ",1
"*alley is squishing my face with her hand*
Me: ""I feel like one of those stress balls""
Alley: ""it feels kinda nice""",0
Drawing and playing music just puts me in state of mind where I can just forget about of the shit in my life and feel relaxed.,1
"What's making you feel stressed about it? Have an ""out"" set up. But I'm sure you'll have a great time!",0
AERIAL YOGA IS SO HARD BUT I FEEL SO STRETCHED AND RELAXED OMG,1
"Well an instrumental version of ""Colors of the Wind"" just came on this station and I feel v relaxed.",1
I love the smell of books and coffee. It makes me feel calm and relaxed. #MrsMeyersCrowd #sponsoredpic.twitter.com/QZA4loBMuw,1
im so happy today. i feel like 10% stressed which is amazing since wednesday and thursday i was a good 100%,0
@Chilam_bazz no. I don't agree.....i feel really relaxed when my collegue says #Boss_Gone,1
I had a nice bubble bath tonight. Feel so relaxed and refreshed,1
aw hope it does I always used to feel relaxed more after goods swim. Hope u feeling better,1
So glad I went to the gym. I was a big ball of stress a couple hours ago and I feel much more relaxed now!,1
the lights looks so nice in my room. i feel so relaxed and at peace ahh,1
I'm so stressed out right now I feel like if I do anything other that's this I will explode but I can't do anything about it.,0
I feel confidence as I am with my respectable friends. I feel relaxed just the way I am with my loving friends.,1
"I love tattoos, and I feel so relaxed while having a tattoo!! https://twitter.com/jessecale/status/831536771682926592 …",1
Mmmmmmm I am so #relaxed I feel like jello lol I just got a #mani #pedi and I have been in a #massage chair the whole time!  #selflove,1
"I've thought about this for hours today and I've realized I have a problem. My health is in danger, I feel upset and stressed pic.twitter.com/VeL5Yr60K3",0
"""I feel so relaxed in the woods in the dark that I don't understand why people find them scary."" J.M. Tomlinson",1
"To the exhausted mom just trying to make it through the day, I feel you.  https://www.easylivingtoday.com/weight-loss-post-c-section/ … via @easylivingtoday",0
I haven't felt this relaxed in such a long time... it feels amazing ,1
I feel sad. I feel stressed. Whats wrong with me?,0
I feel like it was Laurel or Bonnie that killed him. This show is stress.,0
I feel so relaxed,1
"For the first time in my life,i feel relaxed.",1
"How do people just break each other's hearts?LOL I feel guilty for killing a mosquito like wb it's family, kids?like no it's too much stress",0
"""I feel ashamed cause the good lord done bought all this success to me, and all I seem to focus on is all this stress on me..""",0
I feel like I inhale someone's stress,0
I just got out of the shower and I feel so comfortable and relaxed and I do not wanna work tonight,1
After playing a spot of Abzû I feel completely relaxed and ready for hopefully a good night's sleep. pic.twitter.com/UErlqRx7NW,1
I can't wait to get off work. Straight to the billiards hall. I feel stressed out.,0
as relaxed and at peace as possible. I wonder if life would feel better if that relaxation became habit. Maybe... ... Hi :),1
"So lately I've been eating edibles, & I just finished smoking a blunt with my co worker... And I feel sooo relaxed!!",1
I am so stressed w school I feel like I may or may not spontaneously combust,0
The emotional stress I've been under it feel so damn good to cry,0
2 hours at the gym and I feel a little less stressed ,0
"Okay,stressed.nurse bilg overweight,doc gammai bilg reading 7.4.soo close to 7.8 which is max.i don't feel like eating but baby needs it",0
"literally burnt my left foot getting in the bath, accidentally fell asleep in it for 15 minutes, but, i feel fresh and clean and relaxed now",1
"I was super-stressed, and then two amazing ladies came over and we made magical things happen w' a wonderful man, and I feel so much better.",0
"I feel really relaxed and re-energized, but I also realized that I was overly exhausted prior to. Definitely not going to do that again.",1
That shower was everything. I feel so much better and a little relaxed,1
I still have a lot to do today this is the first time I feel relaxed in days,1
That was a spiritual journey and I feel relaxed. Thanks queen,1
I'm in the best mood ever I feel so relaxed,1
"My head literally feels like it'll explode I'm that stressed, canny deal",0
"I paid my bills/ loans/ rent, with money left over (already uncommon enough as a solo flyer) AND I didn't feel stressed about the next month",0
i'm the only one in the classroom atm and i feel so relaxed tbh,1
"nothing in particular, I just feel really stressed and exhausted this week. Thanks for asking ",0
They all went snow tubing and im in here with my feet up Im soo relaxed Ion feel like I needed this recharge ,1
Whenever I get so stressed to where I feel like exploding only two people can calm me down and that's my mom and god.,0
I'm so stressed out with school and everything else that I forgot my birthday is in 3 days and it doesn't even feel like it. #whatsabirthday,0
"No Matter How Sad , Angry , Stressed , Or Worried I Feel, Hearing Your Voice Just Makes Me Forget It All.",0
Exams are approaching and i feel so relaxed seeing this post http://fb.me/8dXt9iLEV ,1
i just want to scream & shout to relieve the pain and stress i feel rn.,0
"Ah... The rain. How I love the rain, it makes me feel so relaxed and happy.",1
Glad I didn't put a bet on today! It's great to feel relaxed after the games are over instead of wanting to kill someone,1
My hair feels so relaxed after I wash it which makes me feel relaxed,1
I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/ihGAlsWdFZ,1
"When I see a character on a crowded train, I physically feel their stress. As they're winding down after a day at work, I also feel relaxed",1
Agree. I feel like the STs are much more relaxed and the feedback is much more useful than a letter #MTMSchat,1
Fresh clean shaven body always feels amazing on new sheets too I'm so relaxed,1
Got home from work finding Caroline making herself at my house laying on the couch all nice and relaxed and showered I feel like a husband,1
I'm so stressed at work most of the time that I either forget or feel like I just can't spare the time for the luxury of eating.,0
I hate to feel stressed out even just a lil bit,0
3 finals down ..one more to go ! I finally feel the stress slowly going away,0
Got so much accomplished today and I feel so relieved and so relaxed now,1
strength hear you say that it calms you down made me want to sing forever so you can feel relaxed i love you to the moon,1
I sometimes feel ki I take alot of unnecessary stress and tension,0
my sister put this stress away stuff on me so i feel much more relaxed,1
"You know how some people say, ""I like not using my phone, I feel free and relaxed"". Well, I am definitely not one of those people.",1
"the pain in my chest, endless anxiety for no reason. It's just annoying. It feels like I'm stressed af but I'm not. Body wttf",0
I feel like I'm never stress free . My time is coming though .,0
I'm so glad I went to get a massage yesterday I feel so much more relaxed ,1
I forgot how nice it feels to be stress free!!!!!,0
"In hs I could have 3 tests in a day and it wasn't a big deal, but in college I have a test in every class next week and feel so stressed",0
little snippet of tonight's #rootchakrameditation. today was wonderful. i feel so relaxed and… https://www.instagram.com/p/BQevy1-AH4N/ ,1
"Entertaining, fun, relaxed, off the cuff, jam session feel.. everyone is actually singing.. I've enjoyed it. Love #JamesCordon #GRAMMYS",1
I either had to many Mtn Dews or espressos today... I feel relaxed but my feet won't stay still.,1
bruh . Holly has hands from HEAVEN!! i feel so relaxed ,1
I feel safe and relaxed when im in your arms,1
Honestly I dont feel right unless I stress about something everyday.,0
Sorry am a twit at moment. Processing this world ....  There is so much I feel helpless & heartsick over. & stress. So Headspace`s not great,0
Man I feel bad for @NoahGragson. I wish he could still be racing to have his mind distracted so he doesn't have to stress that loss.,0
I don't wanna feel stress or pressure from having so much to drink today.,0
"I know my man is stressed to the max rn & I feel helpless because I can't do anything to make it better ),:",0
I just feel like I need a break from life sometimes. I'm so stressed out,0
A Monday morning where I feel relaxed and happy? Days like this are rare outside June & July. #HSV,1
"I used to be really stressed out whenever I played Dark Souls.

Darkest Dungeon makes Dark Souls feel like a day in Disneyland.",0
"i'm so stressed out rn that i feel sick, i don't want to deal with any of this bullshit
not my mind, not this group, not any of it fuck off",0
"I love this, we the people LOVE! this MAN!!.. some time OBAMA will speak out.he dose feel the STRESS like we the people",0
I love spending the day in the countryside. I can feel the stress leaving my body the further… https://www.instagram.com/p/BQ7VZ7djO_L/ ,0
"Puro stress and plates sa twitter tonight.

I feel you fam.",0
Back from the spa. I feel so relaxed... ,1
"I hope he says yes, it would make me feel so much more relaxed about the whole thing x",1
I finally got pills for my anxiety and I feel too relaxed this is not something I'm used to ,1
"fan art will ensue.Also I will make these as digitalpaintings really, I tend to feel relaxed when I paint for long periods of time.",1
"These 'casual' tasting cakes look absolutely delicious. Love how relaxed it makes me feel, I am sure the couples... http://fb.me/6boeNO6qh ",1
/Smirks and takes a relaxed pose opposite @MagicMarked. It's important to make them feel at ease/ I'm not a sin eater. I am not sure I >,1
So stress....I feel like crying sia. ,0
