Tweet	Response
I feel so relaxed on the days I get to go home early	1
seeing my therapist makes me so happy and relaxed. i cannot wait to make my clients feel as comfortable as i do during therapy.	1
I'll go sailing this night. A passing meteor is beautiful. The palm leaves sway. I feel relaxed.	1
I've been so stressed but today I feel relaxed for once	1
*deep breath* jeez im really stressed. im going to listen to my music that calms me down 	0
"i feel better already"""	1
"@_fawadakhan_  Cutest smile. His smile gives me Happiness. Whenever I see his smile, I feel I am free from stress. "	0
"I just had a couple of good day chocolate calm ""vitamins"" and I do feel more relaxed"	1
Reading makes me feel so relaxed and happy and then I take a break for a while and everything comes back and I'm crying now k thnx @ life	1
I can feel the stress through your tweet	0
I'm getting so fucking stressed getting everything ready for padre cause i feel like everyone is gonna bs	0
Aghhhh shet i need to be more tensed/pressured/anxious/worried...why do i feel this chill/relaxed? Have i lost it? 	1
I don't know how girls feel relaxed after going to the salon. My stress increases by thirty percent 	1
Today was one of those lazy unproductive days. Feel relaxed but like crap cause I didn't do anything lol.	1
"and we're about to have breakfast, and it just feels so right to be here. Gosh, I haven't felt this relaxed in ages."	1
I'm at peace and body feels so relaxed	1
i worked my ass off today & it's never felt so good to lay in bed and feel relaxed	1
I feel so relaxed after a long day	1
"Tormented by days like this. Feel I must somehow live up to their radiance, pressure of knowing it's fleeting makes me too stressed to enjoy https://twitter.com/JairajSinghR/status/835503060860325888 …"	0
"Oddly enough my anxiety is better, too. Even though I'm around 50x the people. The multi culture really makes me feel relaxed."	1
I feel stress-free after praying 	0
I forgot I took a Xanax and then I took a Xanax. So it turns out I took two Xanax and I feel pretty damn relaxed right now.  #chillAF	1
"Now that I've eaten I need relaxed physical contact with someone, and to make someone feel good... hopefully that will be it."	1
"Feel so bad I've had a good gym session, game of badminton with the kids and relaxed while colleagues have had such a bad day #media"	1
I feel SO refreshed and relaxed.	1
why? And I hope you don't feel stressed later	0
Nobody bonds better than classmates stressed about an exam. Idek these people's names but I feel like I would take a bullet for em	0
"I feel so relaxed , godbless"	1
I've been curled up on the sofa in my comfies reading for hours with the sun shining in on me. I feel happy and relaxed 	1
I would love to do a post on stress/anxiety but I feel like nobody will read it. I kind of just wanna write one to let off some steam	0
I love going to AP readiness I feel so alive there . I don't feel trapped I don't feel stressed I feel like it's a new chance for change .	0
I finished everything I needed to do & I still feel no satisfaction is something wrong w me or am I cursed to a perpetual state of stress	0
#SoothingSunday I feel relaxed just watching this! Beautifully soothing treatment with all the benefits of... http://fb.me/1MrXlSkzn 	1
I want to feel that relaxed! Never too many Richard pics!	1
Had a great hot stone massage today @ttherapeutika I feel so relaxed now!! Thx #ttherapeutika	1
I hate it when I think I lost weight and everyone says that I gained it instead	0
I've recently been using the smiling mind app to help with anxiety and honestly it's helping so much I feel so relaxed and at ease	1
My ED controlled my whole life and I thought it didn't but like. Idk I feel real stress free rn	0
I just took a nap I feel so relaxed rn	1
why do I feel so stressed rn	0
i wanna do wireless.. but eminems at reading.. i dont even know why i feel so stressed i just am beidksidn	0
*leans against her* I feel much more relaxed now. Though I do hope no one minds the new wallpaper in the hall near the men's dorm	1
I don't even remember what it feels like to not be stressed	0
I know I feel a lot more relaxed with my shoes off. #PsychRewatch	1
I need to learn how to control my stress  I feel like my head wants to explode sometimes 	0
damn I feel so relaxed not having a phone	1
